id,llegada,fecha,usuarios_id,reservahabitaciones_id
4105,T,2023-11-06,69070,4824
4106,T,2023-10-12,1891,675
4107,T,2023-10-31,59895,2488
4108,F,2023-10-26,97989,3965
4109,T,2023-11-01,24679,4711
4110,T,2023-10-20,57659,44
4111,T,2023-10-25,31025,3789
4112,T,2023-11-05,83467,4021
4113,F,2023-10-22,8187,2536
4114,F,2023-10-29,41375,103
4115,T,2023-10-15,47013,3139
4116,F,2023-10-23,25054,2602
4117,T,2023-10-24,54150,132
4118,T,2023-10-25,82825,585
4119,F,2023-10-25,11310,3883
4120,T,2023-11-02,18542,2240
4121,F,2023-10-11,1975,2423
4122,T,2023-10-31,89572,2988
4123,T,2023-10-31,79419,3653
4124,F,2023-11-06,56995,798
4125,T,2023-10-24,50838,1574
4126,F,2023-10-15,66642,1133
4127,F,2023-10-28,1868,4104
4128,F,2023-10-12,5071,4157
4129,F,2023-10-18,14244,105
4130,T,2023-10-24,79015,953
4131,F,2023-10-26,55487,4665
4132,F,2023-10-15,16236,1385
4133,F,2023-10-28,36773,3434
4134,F,2023-10-22,76657,3637
4135,T,2023-11-04,34782,4382
4136,T,2023-10-10,44441,785
4137,T,2023-10-26,96069,73
4138,F,2023-10-26,21748,4098
4139,F,2023-11-01,42843,564
4140,F,2023-11-05,40485,258
4141,T,2023-10-15,64214,3332
4142,T,2023-10-27,25873,3925
4143,T,2023-10-11,30563,1447
4144,T,2023-10-29,83593,417
4145,T,2023-10-19,39972,4748
4146,T,2023-11-01,24279,4382
4147,T,2023-10-18,40517,4405
4148,F,2023-10-24,30817,263
4149,F,2023-10-10,58812,1168
4150,F,2023-10-16,95492,4239
4151,T,2023-10-24,53036,4249
4152,F,2023-10-30,3475,204
4153,T,2023-10-12,69425,4979
4154,F,2023-10-16,59538,1131
4155,F,2023-10-14,25273,438
4156,T,2023-10-20,4385,3387
4157,T,2023-11-02,74205,1203
4158,T,2023-10-23,9269,4859
4159,T,2023-11-05,76854,4758
4160,F,2023-10-21,70427,4133
4161,F,2023-10-14,49355,2750
4162,T,2023-10-16,38732,2349
4163,T,2023-10-12,24517,1810
4164,T,2023-10-14,89508,409
4165,T,2023-10-28,30198,4334
4166,T,2023-10-10,95272,307
4167,F,2023-10-27,5072,4085
4168,T,2023-10-20,67522,1215
4169,F,2023-11-02,87735,2777
4170,F,2023-10-13,939,1969
4171,T,2023-10-24,9484,3194
4172,T,2023-10-11,90509,2082
4173,F,2023-10-22,54383,2662
4174,T,2023-11-03,4868,1518
4175,F,2023-10-24,13590,3133
4176,T,2023-10-29,31831,626
4177,T,2023-11-03,38669,3005
4178,T,2023-10-16,44264,4014
4179,T,2023-10-10,74567,950
4180,F,2023-10-09,28321,331
4181,F,2023-10-22,53499,4292
4182,F,2023-10-18,95844,717
4183,T,2023-11-02,24124,1938
4184,F,2023-10-22,15392,3715
4185,T,2023-10-27,62112,3792
4186,T,2023-11-05,28687,3604
4187,F,2023-10-24,36982,3484
4188,T,2023-10-19,41529,4232
4189,F,2023-10-28,61046,3003
4190,F,2023-10-30,22907,2205
4191,T,2023-11-02,13205,2344
4192,T,2023-10-11,85050,3433
4193,T,2023-10-14,24474,4783
4194,T,2023-10-18,73545,4880
4195,T,2023-10-10,69860,4790
4196,T,2023-10-27,21029,240
4197,T,2023-10-25,5369,4644
4198,T,2023-10-18,74588,4468
4199,F,2023-11-05,60252,3054
4200,T,2023-10-15,42228,2790
4201,T,2023-10-19,40862,3277
4202,T,2023-10-24,13066,3927
4203,F,2023-10-17,8805,1854
4204,T,2023-10-25,76382,1025
4205,T,2023-10-27,74787,903
4206,F,2023-10-30,89643,3827
4207,F,2023-10-18,62882,3713
4208,T,2023-10-22,44926,3992
4209,F,2023-10-28,90365,1488
4210,T,2023-10-11,88859,3429
4211,T,2023-11-02,14673,2323
4212,F,2023-11-01,61913,1099
4213,T,2023-10-23,63601,4634
4214,T,2023-10-12,62461,3245
4215,T,2023-10-18,66926,1218
4216,T,2023-10-19,76832,2022
4217,F,2023-10-27,25732,2143
4218,T,2023-10-27,61840,2822
4219,T,2023-11-04,44345,1853
4220,F,2023-10-17,82453,4803
4221,F,2023-10-29,91545,4555
4222,T,2023-11-01,65391,2213
4223,F,2023-11-02,82115,3480
4224,F,2023-11-06,64788,798
4225,F,2023-10-21,31347,1973
4226,F,2023-11-02,61888,4249
4227,T,2023-11-02,9477,4476
4228,T,2023-10-18,12199,3516
4229,F,2023-11-06,64057,2854
4230,T,2023-10-16,8646,3845
4231,F,2023-10-25,5231,2356
4232,F,2023-10-23,45385,548
4233,T,2023-10-17,40328,4112
4234,T,2023-10-12,64997,2975
4235,T,2023-10-11,22283,1480
4236,F,2023-10-22,40782,1871
4237,T,2023-10-15,56011,1316
4238,F,2023-10-19,54744,4667
4239,T,2023-10-08,36492,2365
4240,F,2023-10-31,2380,3532
4241,F,2023-10-25,19410,1567
4242,T,2023-10-08,32357,3463
4243,F,2023-10-16,61941,3201
4244,F,2023-11-06,3681,952
4245,F,2023-10-28,52101,4227
4246,T,2023-10-15,10864,3138
4247,T,2023-10-10,78908,2774
4248,F,2023-10-09,14384,379
4249,T,2023-10-23,25639,3654
4250,T,2023-10-29,98173,4846
4251,F,2023-11-05,20417,1611
4252,T,2023-10-18,88249,1311
4253,F,2023-11-04,41689,284
4254,T,2023-11-05,60516,1352
4255,T,2023-10-29,11589,261
4256,T,2023-10-21,51607,3284
4257,F,2023-10-08,98790,3905
4258,F,2023-10-14,8433,4709
4259,T,2023-11-05,73878,3313
4260,F,2023-10-22,90268,4472
4261,F,2023-11-04,50634,4392
4262,F,2023-10-30,67879,1876
4263,F,2023-10-16,43368,4575
4264,F,2023-10-29,69008,2877
4265,F,2023-11-04,84971,3860
4266,T,2023-10-15,92474,53
4267,F,2023-10-13,72530,1657
4268,T,2023-10-19,62466,3276
4269,F,2023-10-20,67469,2408
4270,F,2023-11-02,76648,3788
4271,T,2023-10-27,19001,1410
4272,T,2023-10-11,15990,4322
4273,F,2023-11-01,86049,2974
4274,F,2023-10-15,13538,1502
4275,F,2023-10-08,97563,1491
4276,F,2023-10-21,85001,4478
4277,T,2023-10-12,32606,4535
4278,T,2023-10-22,16395,3064
4279,T,2023-10-20,84970,4425
4280,T,2023-10-13,10168,2025
4281,T,2023-10-30,53811,57
4282,F,2023-10-31,38810,1970
4283,T,2023-11-05,73126,3256
4284,T,2023-10-22,33277,1297
4285,T,2023-10-12,99640,851
4286,F,2023-10-17,57211,2726
4287,F,2023-10-26,87813,4852
4288,T,2023-10-23,88373,958
4289,T,2023-10-20,73422,4725
4290,T,2023-10-23,70767,50
4291,F,2023-10-30,63973,1173
4292,T,2023-10-29,52270,4615
4293,F,2023-10-28,72342,2875
4294,F,2023-10-13,52836,2352
4295,F,2023-10-21,66924,3167
4296,T,2023-10-14,162,4562
4297,T,2023-10-23,46534,1337
4298,T,2023-10-17,80356,1125
4299,T,2023-10-16,43366,1653
4300,T,2023-10-17,26971,1900
4301,T,2023-10-31,88287,1286
4302,F,2023-11-03,62499,2288
4303,F,2023-10-17,9638,2646
4304,F,2023-11-02,82260,4022
4305,T,2023-11-05,28629,3734
4306,T,2023-10-18,56280,1417
4307,T,2023-11-01,19997,632
4308,T,2023-10-25,29981,2535
4309,F,2023-11-02,95008,269
4310,F,2023-10-21,18715,1902
4311,T,2023-10-13,77625,2334
4312,T,2023-10-21,78423,857
4313,F,2023-10-21,53148,1862
4314,T,2023-10-30,85766,12
4315,T,2023-10-17,33246,4633
4316,T,2023-10-20,73214,486
4317,F,2023-11-03,19100,4174
4318,T,2023-10-14,18077,2351
4319,F,2023-10-26,463,1233
4320,T,2023-10-20,81430,2687
4321,T,2023-11-05,62256,3415
4322,F,2023-10-10,3002,1368
4323,T,2023-10-26,42483,4045
4324,F,2023-10-27,72172,1222
4325,T,2023-10-15,74423,4861
4326,F,2023-10-28,65520,175
4327,F,2023-10-09,24053,1853
4328,T,2023-11-03,85513,4245
4329,F,2023-10-14,76766,2869
4330,T,2023-10-11,95377,3878
4331,T,2023-10-14,47358,625
4332,T,2023-10-09,12559,1320
4333,T,2023-10-08,32013,1601
4334,F,2023-10-14,35026,888
4335,F,2023-10-12,25947,3945
4336,F,2023-11-05,82622,3388
4337,F,2023-10-13,88546,4769
4338,T,2023-10-23,94736,2680
4339,T,2023-11-02,75550,2525
4340,F,2023-11-02,69105,4086
4341,F,2023-10-11,17818,3559
4342,T,2023-10-26,6217,2091
4343,F,2023-10-14,54727,2755
4344,T,2023-10-22,9688,4380
4345,F,2023-10-31,27716,14
4346,T,2023-10-19,24351,3582
4347,F,2023-10-08,86120,4872
4348,F,2023-10-29,39544,1204
4349,F,2023-10-29,35365,3435
4350,F,2023-10-24,42274,543
4351,T,2023-11-06,24299,4725
4352,F,2023-10-25,52767,4889
4353,T,2023-10-11,75486,1001
4354,F,2023-10-13,72585,4444
4355,T,2023-10-26,7616,2194
4356,T,2023-10-20,78186,5
4357,T,2023-10-17,56688,1856
4358,T,2023-10-19,61389,818
4359,T,2023-10-27,98608,1007
4360,F,2023-10-18,23292,2709
4361,F,2023-10-27,63212,3895
4362,F,2023-11-02,57301,2845
4363,F,2023-10-27,64089,3175
4364,F,2023-10-21,15824,345
4365,T,2023-10-08,8804,336
4366,T,2023-10-25,40357,427
4367,F,2023-10-21,32444,575
4368,F,2023-10-25,28198,1660
4369,T,2023-11-06,52157,2776
4370,T,2023-11-04,92792,1057
4371,T,2023-10-25,35675,2633
4372,T,2023-10-19,39231,2803
4373,F,2023-10-24,98687,1448
4374,F,2023-10-12,15929,3694
4375,F,2023-11-04,96213,2674
4376,T,2023-10-31,99276,2943
4377,T,2023-11-06,96603,1453
4378,T,2023-10-10,97539,4831
4379,T,2023-11-06,63222,2024
4380,T,2023-10-15,89696,1841
4381,F,2023-10-20,59259,560
4382,F,2023-10-16,70815,3036
4383,F,2023-10-28,27274,1413
4384,T,2023-10-10,94196,2761
4385,F,2023-10-09,9585,1029
4386,F,2023-10-09,12257,2522
4387,F,2023-10-29,38326,4226
4388,F,2023-10-31,50679,3290
4389,F,2023-10-12,24884,4175
4390,F,2023-10-21,62000,2960
4391,T,2023-10-22,92266,2896
4392,T,2023-10-09,12672,4457
4393,F,2023-10-24,36991,2713
4394,F,2023-10-19,16524,2561
4395,F,2023-10-08,49656,232
4396,F,2023-11-01,59923,2953
4397,T,2023-10-31,98417,1451
4398,T,2023-10-20,49412,2073
4399,F,2023-10-28,49342,1507
4400,F,2023-11-05,99507,2687
4401,F,2023-10-26,43335,585
4402,T,2023-10-17,1936,4766
4403,T,2023-10-11,6670,3747
4404,T,2023-10-22,78449,2599
4405,T,2023-10-22,70323,3848
4406,T,2023-10-23,23126,6
4407,F,2023-11-04,52155,3814
4408,F,2023-11-01,800,3287
4409,T,2023-10-22,17456,4330
4410,F,2023-10-18,65790,218
4411,T,2023-10-26,70182,4737
4412,T,2023-10-12,51203,4888
4413,T,2023-11-04,2566,4055
4414,F,2023-10-10,81581,3787
4415,F,2023-10-10,45390,1564
4416,F,2023-10-27,2304,4157
4417,T,2023-10-29,37751,4504
4418,T,2023-10-21,48785,3104
4419,F,2023-10-15,94440,1556
4420,F,2023-10-26,16593,1301
4421,T,2023-10-25,77718,1980
4422,F,2023-11-06,22991,1719
4423,F,2023-10-21,86704,1537
4424,F,2023-11-03,30518,41
4425,F,2023-10-13,48478,4794
4426,T,2023-10-21,79069,3815
4427,F,2023-11-06,4275,4348
4428,T,2023-10-27,39655,1762
4429,T,2023-10-17,5295,693
4430,T,2023-10-17,54825,415
4431,T,2023-10-25,454,2526
4432,T,2023-10-30,52009,3593
4433,F,2023-10-08,11139,723
4434,F,2023-11-03,18925,979
4435,T,2023-10-20,39337,1809
4436,T,2023-11-01,4109,748
4437,T,2023-10-26,29384,2941
4438,F,2023-10-31,79196,3343
4439,T,2023-10-26,46165,3509
4440,T,2023-10-30,61437,4290
4441,T,2023-10-28,53612,2553
4442,F,2023-11-06,18625,1978
4443,T,2023-10-26,73770,3141
4444,T,2023-10-14,54915,32
4445,T,2023-10-28,89522,1768
4446,T,2023-11-05,85391,3621
4447,T,2023-11-05,43363,1236
4448,F,2023-10-28,84518,3320
4449,T,2023-10-26,83354,1155
4450,T,2023-11-02,24351,1931
4451,F,2023-10-24,66498,2522
4452,F,2023-10-08,40798,3930
4453,F,2023-10-31,88977,1440
4454,F,2023-10-26,75824,416
4455,F,2023-10-09,99928,4251
4456,T,2023-10-31,18612,234
4457,T,2023-11-03,25264,3147
4458,T,2023-10-21,55139,1420
4459,T,2023-10-14,87191,792
4460,F,2023-10-18,69013,1534
4461,F,2023-10-19,52016,125
4462,T,2023-10-24,9321,2290
4463,F,2023-10-22,41786,4704
4464,T,2023-10-13,52856,488
4465,F,2023-11-01,73710,2996
4466,F,2023-10-25,5365,1233
4467,F,2023-10-12,32878,663
4468,T,2023-11-05,58206,2698
4469,T,2023-10-29,5931,1872
4470,F,2023-10-17,31576,4171
4471,T,2023-11-06,64878,4815
4472,F,2023-10-16,92144,3885
4473,F,2023-10-26,85976,1152
4474,T,2023-11-03,11774,4409
4475,F,2023-11-05,97360,1878
4476,F,2023-10-31,7464,3650
4477,F,2023-11-01,23324,3483
4478,T,2023-10-15,28304,3985
4479,T,2023-10-11,57045,4469
4480,T,2023-10-30,55381,398
4481,F,2023-10-23,48198,365
4482,T,2023-10-16,28130,1395
4483,T,2023-10-30,18642,2175
4484,F,2023-11-04,35600,2692
4485,T,2023-10-09,11845,1031
4486,F,2023-10-29,61387,395
4487,T,2023-10-10,87867,2949
4488,T,2023-10-25,9210,618
4489,F,2023-11-05,25718,190
4490,F,2023-10-18,88466,2060
4491,F,2023-10-11,75654,1752
4492,F,2023-10-23,17567,3236
4493,F,2023-10-10,6892,1847
4494,T,2023-11-03,76062,203
4495,F,2023-10-21,10153,1309
4496,F,2023-10-25,78203,3186
4497,F,2023-11-06,9734,475
4498,F,2023-10-15,61094,2863
4499,T,2023-10-14,24321,2779
4500,F,2023-10-28,82327,1817
4501,F,2023-10-26,67318,1479
4502,F,2023-11-05,49785,2889
4503,F,2023-10-24,67480,2021
4504,T,2023-10-29,95320,2752
4505,T,2023-10-10,87741,1501
4506,F,2023-10-21,5577,4516
4507,F,2023-10-17,26751,2853
4508,F,2023-10-09,41886,674
4509,T,2023-11-04,87547,28
4510,T,2023-10-31,37870,1774
4511,T,2023-10-11,31803,1558
4512,F,2023-10-17,60182,4091
4513,F,2023-11-01,1447,3578
4514,T,2023-11-05,87877,675
4515,T,2023-10-15,43161,2953
4516,T,2023-10-22,59246,4652
4517,T,2023-11-05,46552,2523
4518,T,2023-10-24,14136,2627
4519,T,2023-10-30,55032,2146
4520,T,2023-10-30,8984,2662
4521,F,2023-10-10,48072,4818
4522,T,2023-10-30,68436,1271
4523,T,2023-10-12,80189,1874
4524,T,2023-10-13,83128,1720
4525,F,2023-10-14,80851,4094
4526,F,2023-10-12,86735,3880
4527,F,2023-10-27,34367,2893
4528,F,2023-11-01,80614,4776
4529,T,2023-10-30,21012,2515
4530,T,2023-10-25,43718,2100
4531,F,2023-10-13,48524,3459
4532,T,2023-11-05,15373,441
4533,F,2023-11-06,77560,3558
4534,T,2023-10-15,85538,2029
4535,T,2023-10-20,91173,897
4536,T,2023-10-18,61911,2205
4537,F,2023-10-22,52293,1152
4538,T,2023-10-21,75210,170
4539,F,2023-10-26,1659,2461
4540,F,2023-11-02,74158,3676
4541,F,2023-10-31,23620,3195
4542,T,2023-10-31,25672,4455
4543,T,2023-10-17,42572,926
4544,F,2023-11-05,50329,806
4545,T,2023-11-01,14728,3747
4546,T,2023-10-16,40338,4798
4547,T,2023-10-27,17982,4674
4548,F,2023-10-31,52385,2024
4549,T,2023-11-02,2258,4267
4550,F,2023-10-10,75246,2750
4551,F,2023-10-21,90638,1488
4552,T,2023-10-13,76966,526
4553,F,2023-10-17,86912,4148
4554,T,2023-10-22,98442,391
4555,F,2023-10-29,88036,4825
4556,F,2023-10-20,22856,1584
4557,F,2023-10-18,38501,2410
4558,F,2023-10-12,50173,3660
4559,F,2023-10-08,57587,4915
4560,F,2023-10-09,21280,2412
4561,T,2023-10-11,61895,1013
4562,F,2023-10-26,55936,4668
4563,T,2023-10-09,36465,1655
4564,T,2023-10-24,78742,4882
4565,F,2023-10-12,25114,2968
4566,T,2023-10-30,77612,4985
4567,F,2023-10-14,81514,3886
4568,F,2023-10-27,35052,1793
4569,T,2023-10-18,31500,1246
4570,F,2023-10-30,72824,2474
4571,T,2023-11-05,77460,3271
4572,T,2023-10-23,91467,4882
4573,T,2023-10-22,41744,1340
4574,F,2023-10-22,26033,3885
4575,T,2023-11-05,18862,448
4576,T,2023-10-12,52472,1536
4577,T,2023-10-27,1693,1872
4578,F,2023-11-03,4704,2781
4579,T,2023-11-03,92823,79
4580,F,2023-10-09,60448,1665
4581,F,2023-10-29,41572,379
4582,F,2023-10-15,78723,3725
4583,T,2023-10-29,10556,3134
4584,T,2023-10-10,6512,2859
4585,F,2023-10-25,43109,1089
4586,T,2023-10-20,88624,897
4587,F,2023-10-22,12371,4022
4588,F,2023-10-29,83168,2700
4589,T,2023-11-01,84632,1971
4590,T,2023-10-22,27013,2288
4591,F,2023-11-05,98437,692
4592,T,2023-10-24,21411,4378
4593,F,2023-10-24,38910,481
4594,F,2023-10-14,28734,4046
4595,F,2023-10-14,54488,720
4596,T,2023-10-14,74794,282
4597,F,2023-10-28,6175,382
4598,T,2023-10-14,65112,4785
4599,T,2023-10-10,21623,1303
4600,T,2023-10-23,15850,77
4601,F,2023-10-20,5670,910
4602,T,2023-10-24,26181,1310
4603,F,2023-10-27,78552,1575
4604,F,2023-10-10,93544,2182
4605,F,2023-10-24,41291,4328
4606,T,2023-10-09,56138,4336
4607,T,2023-10-29,98323,1848
4608,F,2023-10-11,43243,1180
4609,F,2023-10-11,46257,4453
4610,F,2023-10-28,95369,690
4611,F,2023-11-06,63046,1032
4612,F,2023-10-11,18494,4234
4613,F,2023-11-06,8548,1503
4614,F,2023-11-01,52603,3257
4615,T,2023-11-05,32509,4272
4616,F,2023-10-16,71682,4883
4617,T,2023-11-02,26266,3337
4618,T,2023-10-24,87137,4683
4619,F,2023-11-05,88641,2369
4620,F,2023-10-30,64450,4349
4621,T,2023-10-13,32151,1176
4622,T,2023-10-17,48597,1934
4623,T,2023-10-13,92733,897
4624,F,2023-10-21,84524,2167
4625,T,2023-11-04,5674,4536
4626,T,2023-10-09,74939,4007
4627,F,2023-10-24,90575,4053
4628,F,2023-10-12,62028,3226
4629,F,2023-11-02,43896,2828
4630,F,2023-11-02,60525,4141
4631,F,2023-11-02,27453,10
4632,T,2023-10-31,76112,3670
4633,T,2023-11-05,19552,1739
4634,T,2023-10-17,29443,2696
4635,T,2023-10-16,59267,673
4636,T,2023-11-01,56349,228
4637,F,2023-11-04,26247,1806
4638,T,2023-10-13,28141,1049
4639,T,2023-11-01,5312,1581
4640,T,2023-10-13,84308,2788
4641,T,2023-10-30,74845,4739
4642,F,2023-11-04,59690,3769
4643,F,2023-11-02,39744,4372
4644,T,2023-10-21,96026,3908
4645,F,2023-10-17,54072,3077
4646,F,2023-10-27,48013,4888
4647,F,2023-10-22,78050,2114
4648,F,2023-10-26,98033,1181
4649,T,2023-11-02,77206,4921
4650,F,2023-10-15,18640,4590
4651,T,2023-11-03,35191,3407
4652,T,2023-10-22,77965,3049
4653,F,2023-10-19,27246,4740
4654,T,2023-10-09,18284,177
4655,F,2023-10-29,24092,4745
4656,T,2023-10-09,38468,2389
4657,T,2023-10-29,1399,4667
4658,T,2023-10-25,33930,4092
4659,T,2023-10-27,9368,2184
4660,T,2023-10-20,81488,4700
4661,T,2023-11-05,47947,4338
4662,F,2023-10-31,94676,3687
4663,T,2023-10-26,13800,2060
4664,T,2023-10-17,15004,2284
4665,F,2023-10-29,16437,2434
4666,T,2023-11-02,31472,582
4667,T,2023-11-05,10443,4131
4668,F,2023-10-14,47635,616
4669,T,2023-10-26,76315,3342
4670,F,2023-10-31,25804,3207
4671,F,2023-11-05,28084,945
4672,F,2023-11-03,59016,974
4673,T,2023-10-25,47629,3764
4674,T,2023-10-12,98688,3142
4675,T,2023-10-08,5245,3227
4676,F,2023-10-24,46517,3454
4677,T,2023-11-06,70986,2864
4678,T,2023-11-06,86852,2388
4679,F,2023-10-31,20865,2884
4680,T,2023-10-16,82528,4355
4681,F,2023-10-10,22891,4009
4682,T,2023-10-09,28919,4257
4683,T,2023-11-03,93457,4574
4684,T,2023-10-31,6644,1403
4685,F,2023-10-30,39907,3024
4686,F,2023-10-29,86954,3628
4687,F,2023-10-21,77620,2571
4688,F,2023-10-10,66705,2604
4689,T,2023-10-27,15342,3579
4690,F,2023-10-28,19393,3928
4691,T,2023-11-01,96250,1241
4692,T,2023-10-24,2451,2950
4693,F,2023-10-08,48626,560
4694,T,2023-11-04,22268,4841
4695,T,2023-10-27,90988,3389
4696,T,2023-10-08,56091,3406
4697,T,2023-11-02,98785,2037
4698,T,2023-10-18,86915,4562
4699,F,2023-11-05,21008,11
4700,T,2023-10-31,84916,4795
4701,T,2023-10-08,2801,4516
4702,F,2023-10-20,53937,1753
4703,T,2023-10-11,95857,1138
4704,T,2023-10-22,59731,1765
4705,T,2023-10-11,82632,1946
4706,T,2023-10-27,65353,593
4707,T,2023-10-21,16842,4508
4708,T,2023-10-29,27438,1788
4709,T,2023-10-28,81525,2297
4710,F,2023-11-01,46439,190
4711,F,2023-11-06,42530,2108
4712,T,2023-10-29,88143,1834
4713,T,2023-10-21,75937,2925
4714,T,2023-11-04,82606,382
4715,T,2023-11-06,6019,2811
4716,F,2023-10-16,55218,2189
4717,F,2023-10-13,11832,3719
4718,F,2023-10-31,48752,890
4719,T,2023-10-13,8506,3327
4720,F,2023-10-10,43994,3233
4721,F,2023-10-20,37818,791
4722,F,2023-11-05,56270,1055
4723,F,2023-10-17,91727,1629
4724,F,2023-10-24,79851,1441
4725,F,2023-10-14,10446,3394
4726,F,2023-11-02,25758,4835
4727,F,2023-11-05,63177,2327
4728,F,2023-10-13,11766,4249
4729,F,2023-10-26,22936,1395
4730,T,2023-11-01,371,1290
4731,F,2023-10-13,55096,2279
4732,T,2023-10-22,54237,689
4733,T,2023-10-19,27973,3711
4734,F,2023-10-09,83080,1038
4735,T,2023-10-13,11132,3495
4736,T,2023-11-05,10072,3419
4737,F,2023-10-14,70956,2103
4738,T,2023-11-05,73653,4836
4739,F,2023-11-01,12093,3420
4740,F,2023-10-27,88565,4542
4741,F,2023-11-02,98276,84
4742,T,2023-11-01,82968,4764
4743,T,2023-11-05,30187,1504
4744,F,2023-10-16,99454,439
4745,F,2023-10-26,87560,3385
4746,T,2023-10-18,22681,430
4747,F,2023-10-25,42896,476
4748,T,2023-10-12,44858,4383
4749,F,2023-10-29,63702,2143
4750,F,2023-10-26,27859,1716
4751,F,2023-10-29,62377,1120
4752,T,2023-10-12,28247,4054
4753,T,2023-10-12,63953,3876
4754,F,2023-10-28,41672,1046
4755,T,2023-10-24,24021,912
4756,F,2023-10-12,54400,4289
4757,T,2023-10-09,75708,4404
4758,F,2023-10-28,48220,4337
4759,F,2023-10-24,83156,4992
4760,F,2023-10-08,96031,4679
4761,F,2023-10-17,39236,2591
4762,F,2023-11-05,25806,4506
4763,F,2023-10-24,36965,1363
4764,F,2023-10-11,92646,3944
4765,T,2023-10-23,41735,4832
4766,T,2023-10-28,42562,2707
4767,T,2023-10-29,2119,2207
4768,T,2023-10-19,39990,4563
4769,T,2023-10-08,48419,4924
4770,F,2023-10-10,54386,349
4771,F,2023-10-30,99992,1665
4772,F,2023-10-24,88942,1056
4773,F,2023-11-03,28818,694
4774,T,2023-10-08,47683,2576
4775,F,2023-10-10,5585,425
4776,F,2023-11-04,27184,1201
4777,F,2023-10-15,82529,218
4778,F,2023-10-14,31940,488
4779,T,2023-10-23,43214,552
4780,T,2023-10-27,83153,2739
4781,T,2023-10-28,70144,1371
4782,T,2023-10-10,25766,1241
4783,T,2023-11-06,41108,3259
4784,F,2023-11-06,65174,4764
4785,T,2023-10-20,19617,2399
4786,F,2023-10-17,55192,3621
4787,F,2023-10-09,14319,4280
4788,T,2023-10-16,74029,1785
4789,T,2023-10-30,52701,835
4790,F,2023-11-04,99562,502
4791,T,2023-10-30,8736,3400
4792,T,2023-10-08,61029,440
4793,T,2023-11-03,3686,2036
4794,F,2023-10-25,38412,531
4795,F,2023-10-18,96916,150
4796,T,2023-11-04,24335,401
4797,T,2023-10-22,47246,2994
4798,T,2023-10-28,64598,1347
4799,T,2023-10-29,46430,1828
4800,F,2023-10-13,71340,680
4801,T,2023-11-02,87955,2532
4802,T,2023-10-22,17553,804
4803,F,2023-10-13,99050,151
4804,T,2023-10-29,48480,3376
4805,F,2023-10-10,28230,3808
4806,T,2023-10-08,66028,910
4807,T,2023-10-09,53527,2567
4808,F,2023-10-09,69652,153
4809,T,2023-10-24,93426,3948
4810,F,2023-10-24,77685,2854
4811,T,2023-10-08,54994,3791
4812,F,2023-10-10,97072,3062
4813,F,2023-10-16,32984,3778
4814,T,2023-10-21,3304,2674
4815,F,2023-10-11,91771,2581
4816,T,2023-10-31,46206,4803
4817,T,2023-11-06,87942,2968
4818,F,2023-10-08,31501,1908
4819,T,2023-10-13,49256,4611
4820,T,2023-10-31,32355,3326
4821,T,2023-10-31,1726,4144
4822,T,2023-10-30,74295,3796
4823,F,2023-10-19,45737,4982
4824,F,2023-11-02,91048,1615
4825,F,2023-10-15,77866,4608
4826,T,2023-10-14,80993,365
4827,F,2023-10-09,65278,416
4828,T,2023-11-04,53190,2433
4829,T,2023-10-28,32951,4910
4830,T,2023-10-30,55944,3977
4831,T,2023-10-31,51321,760
4832,F,2023-10-08,59157,4137
4833,F,2023-10-16,52394,1790
4834,F,2023-10-29,72097,2425
4835,T,2023-10-31,41337,1180
4836,F,2023-10-24,57282,708
4837,T,2023-10-16,19304,1815
4838,T,2023-10-16,27077,2289
4839,F,2023-10-27,1006,1830
4840,F,2023-10-12,67471,2229
4841,T,2023-10-25,71289,2488
4842,F,2023-10-30,33930,1247
4843,F,2023-10-08,69661,3561
4844,T,2023-10-13,32168,4229
4845,F,2023-11-05,95160,4266
4846,T,2023-10-14,57138,4173
4847,F,2023-10-16,6229,248
4848,F,2023-10-18,36956,3762
4849,F,2023-11-03,49598,3709
4850,T,2023-10-12,12588,4514
4851,F,2023-10-19,8335,4197
4852,F,2023-10-28,30266,4392
4853,F,2023-10-11,33791,1195
4854,T,2023-10-29,47984,469
4855,F,2023-10-27,93452,304
4856,T,2023-10-12,63329,593
4857,F,2023-10-27,32731,3667
4858,F,2023-10-08,72780,1443
4859,T,2023-10-23,22567,3322
4860,F,2023-11-01,51913,2811
4861,T,2023-10-15,24466,2514
4862,T,2023-10-22,75136,208
4863,F,2023-10-17,30416,2015
4864,T,2023-11-06,48764,547
4865,F,2023-10-12,83745,232
4866,F,2023-11-05,47327,1247
4867,F,2023-10-20,35634,4472
4868,F,2023-10-19,56329,2428
4869,F,2023-10-16,28886,147
4870,F,2023-10-30,50370,2920
4871,T,2023-10-31,6148,204
4872,T,2023-10-13,59203,2374
4873,T,2023-10-15,10493,1859
4874,T,2023-10-09,77461,210
4875,T,2023-11-05,59817,4134
4876,F,2023-10-19,90974,4697
4877,T,2023-10-30,69762,976
4878,T,2023-10-25,90976,2852
4879,F,2023-10-19,75425,214
4880,F,2023-10-21,75924,659
4881,T,2023-10-19,67997,634
4882,T,2023-10-13,12571,4571
4883,F,2023-10-27,88210,1400
4884,F,2023-11-05,50065,350
4885,T,2023-10-27,99154,3517
4886,F,2023-10-18,95449,4600
4887,F,2023-10-22,27418,2724
4888,F,2023-10-20,6344,4021
4889,T,2023-10-19,35305,4615
