id,nombre,descuento
1955,research,20
1956,form,34
1957,nothing,19
1958,degree,47
1959,participant,10
1960,exist,24
1961,chair,12
1962,lose,17
1963,politics,19
1964,feeling,34
1965,hear,42
1966,forward,18
1967,exist,40
1968,wear,50
1969,bank,31
1970,international,31
1971,site,49
1972,large,47
1973,energy,23
1974,reflect,30
1975,protect,43
1976,provide,15
1977,difficult,36
1978,television,50
1979,first,23
1980,international,26
1981,care,34
1982,before,42
1983,group,42
1984,receive,13
1985,against,24
1986,person,29
1987,off,33
1988,trouble,40
1989,space,39
1990,north,19
1991,church,36
1992,wish,49
1993,time,14
1994,kind,44
1995,soon,20
1996,father,28
1997,hard,14
1998,career,12
1999,church,32
2000,indicate,46
2001,challenge,22
2002,test,41
2003,read,34
2004,action,38
2005,pay,37
2006,catch,22
2007,hear,25
2008,white,43
2009,loss,28
2010,until,24
2011,upon,29
2012,year,28
2013,prevent,23
2014,store,17
2015,some,31
2016,argue,13
2017,continue,20
2018,yet,35
2019,hotel,40
2020,happy,44
2021,various,37
2022,morning,39
2023,score,40
2024,it,21
2025,social,46
2026,kitchen,26
2027,investment,19
2028,Republican,12
2029,myself,44
2030,finish,41
2031,store,38
2032,more,45
2033,do,39
2034,matter,41
2035,which,25
2036,draw,36
2037,prevent,28
2038,natural,40
2039,senior,46
2040,morning,25
2041,help,26
2042,arrive,37
2043,section,30
2044,drug,45
2045,image,13
2046,strong,42
2047,occur,46
2048,popular,11
2049,him,36
2050,sport,48
2051,ability,13
2052,suddenly,33
2053,film,12
2054,it,12
2055,throughout,50
2056,hold,44
2057,meet,33
2058,help,37
2059,half,26
2060,girl,45
2061,husband,25
2062,enjoy,23
2063,possible,20
2064,quality,29
2065,trial,14
2066,degree,41
2067,institution,14
2068,fight,10
2069,go,32
2070,class,28
2071,high,42
2072,black,50
2073,arrive,31
2074,bring,16
2075,day,32
2076,seem,35
2077,right,23
2078,car,40
2079,relationship,22
2080,defense,14
2081,determine,24
2082,close,32
2083,western,48
2084,out,11
2085,appear,35
2086,field,11
2087,mention,22
2088,trip,41
2089,fish,29
2090,tax,17
2091,owner,32
2092,nice,30
2093,determine,15
2094,pressure,39
2095,call,32
2096,whole,20
2097,expert,37
2098,police,37
2099,country,39
2100,produce,20
2101,program,30
2102,resource,35
2103,region,23
2104,Democrat,36
2105,keep,10
2106,wind,13
2107,upon,24
2108,race,24
2109,establish,11
2110,interview,37
2111,but,46
2112,another,37
2113,change,33
2114,keep,47
2115,arrive,34
2116,force,42
2117,star,25
2118,figure,17
2119,them,20
2120,agency,50
2121,sell,25
2122,people,17
2123,woman,33
2124,expect,24
2125,need,39
2126,instead,25
2127,performance,26
2128,film,50
2129,and,17
2130,kid,11
2131,cause,41
2132,catch,21
2133,which,20
2134,skill,12
2135,she,10
2136,ready,49
2137,short,50
2138,trial,35
2139,operation,11
2140,course,16
2141,issue,49
2142,control,13
2143,general,17
2144,discuss,28
2145,space,14
2146,those,43
2147,be,17
2148,conference,33
2149,team,19
2150,find,23
2151,million,34
2152,prevent,26
2153,rule,47
2154,job,30
2155,condition,11
2156,speak,43
2157,adult,17
2158,person,44
2159,policy,11
2160,fine,32
2161,factor,44
2162,first,13
2163,short,12
2164,decide,44
2165,exactly,42
2166,start,20
2167,tend,35
2168,still,24
2169,moment,29
2170,cost,28
2171,couple,37
2172,whom,16
2173,church,28
2174,stop,29
2175,religious,13
2176,view,18
2177,business,18
2178,audience,35
2179,during,18
2180,education,47
2181,clear,50
2182,less,27
2183,measure,39
2184,discuss,17
2185,save,15
2186,herself,28
2187,nation,44
2188,call,32
2189,month,38
2190,truth,42
2191,pressure,50
2192,respond,33
2193,traditional,13
2194,wind,32
2195,about,19
2196,discuss,10
2197,list,49
2198,others,25
2199,former,26
2200,choose,34
2201,officer,33
2202,think,34
2203,before,36
2204,far,47
2205,move,15
2206,back,31
2207,safe,31
2208,production,23
2209,method,26
2210,behavior,39
2211,reason,33
2212,section,20
2213,run,46
2214,little,43
2215,deal,19
2216,he,13
2217,whom,40
2218,instead,32
2219,address,44
2220,movie,18
2221,laugh,31
2222,media,13
2223,majority,44
2224,agent,20
2225,possible,34
2226,attack,14
2227,hundred,27
2228,father,29
2229,wall,32
2230,give,18
2231,recognize,21
2232,include,23
2233,say,37
2234,on,27
2235,help,41
2236,site,24
2237,tell,22
2238,real,35
2239,management,34
2240,kitchen,43
2241,news,20
2242,note,11
2243,method,40
2244,season,10
2245,certainly,32
2246,rather,47
2247,trade,37
2248,lay,40
2249,prove,11
2250,cost,47
2251,race,29
2252,kind,23
2253,their,16
2254,bring,18
2255,sit,18
2256,could,23
2257,condition,42
2258,why,50
2259,as,48
2260,brother,24
2261,simple,44
2262,grow,34
2263,series,12
2264,type,23
2265,choice,14
2266,toward,19
2267,far,32
2268,region,40
2269,make,38
2270,people,15
2271,factor,17
2272,each,16
2273,teacher,34
2274,benefit,43
2275,plant,12
2276,to,45
2277,then,30
2278,no,46
2279,identify,42
2280,partner,15
2281,scientist,19
2282,across,38
2283,girl,40
2284,certainly,25
2285,growth,21
2286,medical,15
2287,be,18
2288,above,45
2289,others,47
2290,it,37
2291,race,33
2292,movie,27
2293,plan,42
2294,professional,30
2295,model,49
2296,area,38
2297,find,33
2298,push,31
2299,off,23
2300,administration,38
2301,situation,47
2302,same,31
2303,no,50
2304,high,26
2305,town,16
2306,run,47
2307,gun,27
2308,claim,45
2309,improve,49
2310,certainly,12
2311,management,33
2312,government,40
2313,prepare,49
2314,cover,36
2315,tree,32
2316,bed,40
2317,toward,15
2318,ball,34
2319,head,34
2320,help,23
2321,price,10
2322,piece,17
2323,this,42
2324,answer,43
2325,prevent,29
2326,someone,22
2327,budget,41
2328,author,31
2329,professor,50
2330,story,15
2331,view,46
2332,save,41
2333,green,36
2334,example,50
2335,then,43
2336,main,25
2337,style,45
2338,success,50
2339,soldier,26
2340,work,25
2341,gas,28
2342,challenge,16
2343,them,18
2344,mention,49
2345,about,14
2346,discussion,11
2347,white,21
2348,will,17
2349,order,36
2350,think,38
2351,as,30
2352,various,47
2353,nice,10
2354,four,31
2355,should,32
2356,check,26
2357,American,25
2358,machine,15
2359,fire,15
2360,live,35
2361,direction,40
2362,drive,38
2363,skill,26
2364,boy,42
2365,growth,47
2366,already,44
2367,quickly,47
2368,current,20
2369,before,32
2370,woman,32
2371,treatment,47
2372,politics,44
2373,water,48
2374,cause,30
2375,ability,42
2376,actually,38
2377,other,22
2378,chair,35
2379,bring,24
2380,system,44
2381,impact,48
2382,region,19
2383,enjoy,49
2384,part,11
2385,design,34
2386,star,28
2387,hold,43
2388,our,19
2389,kind,30
2390,economy,38
2391,single,20
2392,cut,17
2393,make,39
2394,financial,35
2395,surface,23
2396,account,50
2397,visit,42
2398,describe,19
2399,show,15
2400,personal,22
2401,marriage,34
2402,including,46
2403,beyond,32
2404,do,17
2405,tough,40
2406,consumer,36
2407,month,26
2408,speak,11
2409,later,28
2410,economy,26
2411,hair,29
2412,pattern,32
2413,write,23
2414,another,19
2415,necessary,49
2416,purpose,42
2417,feel,22
2418,instead,12
2419,world,23
2420,eight,31
2421,change,10
2422,usually,40
2423,hold,14
2424,which,16
2425,majority,19
2426,deal,33
2427,after,14
2428,program,44
2429,pretty,13
2430,different,25
2431,live,21
2432,plan,48
2433,everything,11
2434,magazine,26
2435,quickly,39
2436,maintain,19
2437,fire,36
2438,foot,41
2439,professor,33
2440,unit,13
2441,figure,47
2442,put,31
2443,program,43
2444,meeting,18
2445,plant,30
2446,high,22
2447,nor,15
2448,same,45
2449,his,26
2450,hair,19
2451,station,46
2452,hear,38
2453,card,47
2454,alone,43
2455,begin,19
2456,indicate,40
2457,difficult,21
2458,leave,23
2459,view,14
2460,job,42
2461,send,17
2462,paper,42
2463,side,39
2464,party,40
2465,term,43
2466,management,38
2467,management,32
2468,once,45
2469,improve,26
2470,into,33
2471,mean,47
2472,age,11
2473,open,12
2474,career,41
2475,ahead,30
2476,common,43
2477,attorney,26
2478,address,28
2479,offer,24
2480,see,19
2481,five,35
2482,hand,23
2483,computer,39
2484,imagine,25
2485,push,14
2486,growth,43
2487,prove,35
2488,because,32
2489,whether,24
2490,worry,15
2491,nothing,15
2492,everybody,47
2493,develop,11
2494,newspaper,18
2495,build,24
2496,employee,37
2497,school,42
2498,crime,44
2499,let,25
2500,history,46
2501,seem,15
2502,year,47
2503,article,11
2504,office,48
2505,entire,15
2506,early,16
2507,mission,33
2508,record,21
2509,ask,14
2510,catch,21
2511,form,25
2512,Mr,36
2513,check,44
2514,husband,40
2515,natural,50
2516,image,47
2517,across,29
2518,professor,40
2519,institution,12
2520,my,24
2521,she,20
2522,range,14
2523,specific,47
2524,political,17
2525,summer,12
2526,political,28
2527,every,20
2528,hotel,44
2529,today,13
2530,project,27
2531,wear,39
2532,where,24
2533,street,16
2534,push,18
2535,such,15
2536,stock,20
2537,power,28
2538,knowledge,33
2539,feeling,20
2540,maintain,45
2541,political,48
2542,thousand,21
2543,north,34
2544,everybody,14
2545,color,24
2546,employee,30
2547,anything,14
2548,any,17
2549,this,36
2550,stand,44
2551,guy,44
2552,game,42
2553,week,15
2554,themselves,43
2555,wrong,42
2556,however,44
2557,although,27
2558,our,12
2559,machine,43
2560,make,35
2561,loss,17
2562,hot,26
2563,expert,16
2564,Mr,30
2565,week,16
2566,door,33
2567,agreement,47
2568,together,32
2569,remain,30
2570,long,29
2571,first,15
2572,particular,38
2573,price,41
2574,best,22
2575,likely,50
2576,attack,38
2577,billion,20
2578,available,18
2579,store,20
2580,agree,27
2581,difficult,44
2582,risk,32
2583,author,10
2584,view,25
2585,usually,45
2586,up,29
2587,low,22
2588,specific,20
2589,response,10
2590,culture,23
2591,really,41
2592,thought,47
2593,keep,46
2594,few,31
2595,kid,10
2596,hear,11
2597,west,24
2598,campaign,21
2599,event,45
2600,factor,29
2601,dinner,43
2602,party,25
2603,still,42
2604,collection,17
2605,media,40
2606,always,28
2607,both,41
2608,scene,17
2609,go,29
2610,focus,19
2611,against,14
2612,analysis,16
2613,sing,44
2614,structure,17
2615,summer,23
2616,meeting,33
2617,report,21
2618,born,24
2619,eight,45
2620,interest,30
2621,blue,39
2622,summer,17
2623,whatever,14
2624,describe,30
2625,space,45
2626,few,15
2627,open,38
2628,measure,18
2629,born,40
2630,include,37
2631,clearly,27
2632,raise,29
2633,avoid,43
2634,whole,44
2635,occur,47
2636,around,34
2637,white,40
2638,program,40
2639,peace,24
2640,place,15
2641,unit,15
2642,fight,23
2643,speech,40
2644,likely,23
2645,from,33
2646,wind,20
2647,agent,14
2648,run,10
2649,usually,44
2650,way,42
2651,thing,22
2652,three,44
2653,manage,22
2654,mission,11
2655,case,33
2656,should,26
2657,build,20
2658,behavior,17
2659,able,37
2660,about,37
2661,money,16
2662,light,38
2663,north,19
2664,specific,30
2665,nature,47
2666,many,30
2667,question,29
2668,center,23
2669,option,47
2670,population,11
2671,year,42
2672,increase,40
2673,suggest,36
2674,threat,11
2675,project,45
2676,yet,15
2677,deal,23
2678,threat,28
2679,direction,28
2680,example,50
2681,be,28
2682,over,19
2683,forward,24
2684,line,23
2685,forget,15
2686,five,47
2687,friend,30
2688,film,34
2689,economic,49
2690,career,21
2691,nearly,16
2692,win,18
2693,place,24
2694,very,18
2695,pick,21
2696,first,41
2697,general,27
2698,born,28
2699,explain,11
2700,college,44
2701,director,50
2702,improve,15
2703,simply,12
2704,security,47
2705,party,47
2706,easy,10
2707,hand,43
2708,there,20
2709,network,27
2710,effort,47
2711,customer,16
2712,evidence,50
2713,protect,30
2714,likely,13
2715,civil,50
2716,only,37
2717,budget,37
2718,level,14
2719,partner,30
2720,mouth,12
2721,tough,49
2722,president,49
2723,determine,29
2724,film,43
2725,hotel,19
2726,staff,34
2727,natural,14
2728,audience,10
2729,perform,47
2730,lot,25
2731,stock,45
2732,project,17
2733,moment,31
2734,firm,24
2735,traditional,25
2736,current,20
2737,themselves,19
2738,six,35
2739,hair,21
2740,common,17
2741,win,26
2742,hospital,20
2743,positive,17
2744,interest,33
2745,deal,16
2746,hot,11
2747,food,22
2748,but,30
2749,various,25
2750,especially,44
2751,professor,39
2752,candidate,30
2753,fly,20
2754,control,21
2755,fight,40
2756,to,18
2757,anything,17
2758,author,39
2759,seem,33
2760,life,24
2761,recently,46
2762,particular,15
2763,finally,38
2764,piece,35
2765,affect,39
2766,listen,14
2767,figure,48
2768,let,11
2769,part,45
2770,provide,41
2771,skill,48
2772,voice,19
2773,personal,11
2774,number,18
2775,different,23
2776,point,50
2777,sea,11
2778,race,28
2779,public,13
2780,doctor,35
2781,travel,13
2782,way,48
2783,indicate,42
2784,evidence,43
2785,loss,33
2786,continue,10
2787,air,14
2788,their,49
2789,lot,29
2790,minute,47
2791,discover,43
2792,bad,18
2793,director,46
2794,financial,50
2795,leave,41
2796,enjoy,46
2797,throughout,30
2798,age,40
2799,along,24
2800,light,36
2801,set,23
2802,environmental,25
2803,to,45
2804,research,20
2805,society,47
2806,Mr,29
2807,more,30
2808,where,14
2809,term,19
2810,whole,39
2811,region,32
2812,hospital,28
2813,floor,32
2814,future,19
2815,management,37
2816,service,41
2817,space,13
2818,cut,45
2819,about,25
2820,role,38
2821,simple,26
2822,from,14
2823,evidence,20
2824,Mrs,31
2825,play,42
2826,continue,35
2827,current,20
2828,memory,41
2829,campaign,39
2830,reveal,47
2831,throughout,21
2832,argue,41
2833,sure,41
2834,smile,17
2835,fine,46
2836,loss,12
2837,ground,30
2838,recently,26
2839,stop,25
2840,production,19
2841,ground,46
2842,education,21
2843,either,27
2844,increase,42
2845,as,35
2846,something,44
2847,money,25
2848,allow,26
2849,less,46
2850,under,12
2851,of,38
2852,hospital,28
2853,force,11
2854,laugh,39
2855,evening,33
2856,pay,24
2857,report,13
2858,sell,23
2859,professor,43
2860,development,13
2861,nature,34
2862,yeah,33
2863,heavy,13
2864,read,14
2865,walk,13
2866,live,16
2867,exactly,17
2868,himself,26
2869,lose,11
2870,worry,13
2871,technology,47
2872,item,19
2873,policy,20
2874,wear,47
2875,staff,49
2876,painting,25
2877,either,24
2878,at,11
2879,certain,43
2880,life,25
2881,civil,10
2882,school,39
2883,issue,37
2884,me,48
2885,American,14
2886,skill,12
2887,sport,33
2888,player,11
2889,their,37
2890,kid,21
2891,education,26
2892,I,13
2893,author,27
2894,safe,17
2895,develop,41
2896,theory,50
2897,author,18
2898,less,39
2899,seven,40
2900,anything,19
2901,exactly,46
2902,sport,38
2903,many,36
2904,record,30
2905,federal,23
2906,night,41
2907,clear,24
2908,wonder,23
2909,end,25
2910,hit,29
2911,rule,32
2912,nation,21
2913,charge,14
2914,throw,17
2915,last,47
2916,cup,34
2917,should,15
2918,learn,24
2919,usually,36
2920,case,28
2921,bill,17
2922,teach,35
2923,new,12
2924,finish,45
2925,next,43
2926,think,31
2927,west,10
2928,create,43
2929,meet,25
2930,that,21
2931,stay,33
2932,approach,32
2933,stop,45
2934,impact,24
2935,test,17
2936,bring,12
2937,knowledge,45
2938,similar,50
2939,for,17
2940,one,27
2941,magazine,44
2942,somebody,33
2943,among,18
2944,player,10
2945,western,15
2946,energy,45
2947,face,21
2948,water,18
2949,decision,27
2950,difference,17
2951,value,10
2952,with,15
2953,southern,49
2954,close,17
2955,sometimes,15
2956,house,23
2957,national,19
2958,production,12
2959,home,17
2960,example,24
2961,central,21
2962,spend,32
2963,member,39
2964,team,42
2965,trial,20
2966,however,37
2967,against,42
2968,force,14
2969,nice,27
2970,TV,21
2971,visit,24
2972,see,43
2973,address,42
2974,doctor,33
2975,personal,50
2976,ground,34
2977,campaign,21
2978,anything,41
2979,should,17
2980,success,32
2981,record,26
2982,top,28
2983,life,12
2984,arrive,42
2985,commercial,42
2986,two,29
2987,remember,45
2988,life,10
2989,under,27
2990,allow,38
2991,fight,26
2992,concern,13
2993,science,37
2994,short,47
2995,push,19
2996,product,31
2997,whom,46
2998,behavior,46
2999,step,49
3000,explain,33
3001,sea,10
3002,skin,10
3003,discuss,18
3004,speak,32
3005,raise,27
3006,sell,21
3007,pass,31
3008,senior,18
3009,treat,21
3010,pull,32
3011,admit,15
3012,serve,25
3013,should,45
3014,or,29
3015,near,46
3016,because,29
3017,night,35
3018,cup,31
3019,feeling,33
3020,future,31
3021,able,44
3022,store,45
3023,fund,30
3024,senior,42
3025,fact,45
3026,when,40
3027,everybody,23
3028,dream,18
3029,method,36
3030,shake,11
3031,skill,31
3032,wait,45
3033,nature,25
3034,test,28
3035,important,17
3036,car,21
3037,education,41
3038,game,15
3039,treat,22
3040,particularly,43
3041,model,27
3042,these,13
3043,tend,43
3044,where,18
3045,over,25
3046,support,10
3047,first,33
3048,Congress,38
3049,oil,39
3050,design,32
3051,then,17
3052,be,16
3053,interesting,15
3054,computer,27
3055,cover,43
3056,hair,36
3057,modern,34
3058,matter,26
3059,cultural,40
3060,garden,44
3061,picture,14
3062,knowledge,11
3063,present,26
3064,change,37
3065,smile,34
3066,each,22
3067,owner,29
3068,deal,23
3069,though,45
3070,style,35
3071,family,35
3072,suddenly,38
3073,ability,12
3074,animal,10
3075,project,48
3076,across,36
3077,red,19
3078,institution,23
3079,reflect,31
3080,wife,24
3081,walk,29
3082,series,13
3083,wonder,39
3084,pull,48
3085,Congress,39
3086,hour,24
3087,agency,47
3088,positive,36
3089,dream,38
3090,discussion,24
3091,cup,41
3092,your,23
3093,important,45
3094,husband,27
3095,there,45
3096,north,30
3097,clearly,35
3098,article,26
3099,author,12
3100,risk,22
3101,floor,29
3102,yard,12
3103,new,21
3104,stock,26
3105,read,48
3106,arm,17
3107,seek,43
3108,glass,16
3109,way,17
3110,skin,38
3111,card,39
3112,government,16
3113,million,29
3114,garden,21
3115,within,39
3116,card,32
3117,place,15
3118,nor,29
3119,ago,45
3120,now,47
3121,not,50
3122,free,35
3123,perhaps,35
3124,among,44
3125,treat,48
3126,part,36
3127,fish,21
3128,expert,35
3129,provide,47
3130,environmental,24
3131,soldier,29
3132,particular,30
3133,growth,38
3134,enough,44
3135,despite,31
3136,important,47
3137,notice,45
3138,accept,10
3139,heavy,22
3140,he,25
3141,simple,12
3142,fact,37
3143,they,50
3144,both,11
3145,would,28
3146,affect,22
3147,which,18
3148,focus,22
3149,middle,11
3150,finally,15
3151,mention,29
3152,television,43
3153,dark,24
3154,concern,24
3155,indeed,28
3156,situation,27
3157,dog,45
3158,good,20
3159,how,40
3160,professional,36
3161,picture,38
3162,but,45
3163,source,23
3164,instead,50
3165,attorney,24
3166,result,30
3167,believe,27
3168,offer,28
3169,you,38
3170,use,21
3171,network,17
3172,budget,46
3173,particularly,13
3174,response,21
3175,necessary,40
3176,radio,33
3177,book,23
3178,probably,14
3179,visit,27
3180,up,26
3181,cultural,38
3182,hold,21
3183,simple,34
3184,activity,19
3185,market,21
3186,less,17
3187,item,37
3188,investment,38
3189,woman,13
3190,health,22
3191,fact,33
3192,consider,34
3193,live,41
3194,need,20
3195,Mrs,33
3196,north,22
3197,while,14
3198,whether,44
3199,important,14
3200,cultural,31
3201,increase,34
3202,old,44
3203,poor,37
3204,fast,44
3205,standard,20
3206,high,42
3207,enough,24
3208,first,40
3209,popular,31
3210,story,29
3211,friend,34
3212,ask,42
3213,the,11
3214,that,12
3215,specific,29
3216,loss,29
3217,home,17
3218,she,44
3219,blood,43
3220,success,32
3221,east,12
3222,relationship,42
3223,computer,48
3224,see,24
3225,tough,39
3226,seem,42
3227,behavior,10
3228,test,31
3229,see,18
3230,writer,40
3231,still,39
3232,trial,19
3233,other,15
3234,why,10
3235,anyone,21
3236,anything,10
3237,business,28
3238,throughout,30
3239,seven,37
3240,nice,43
3241,source,37
3242,six,32
3243,since,36
3244,customer,36
3245,discuss,27
3246,chance,14
3247,various,13
3248,them,35
3249,parent,27
3250,road,33
3251,partner,38
3252,fear,19
3253,threat,16
3254,risk,15
3255,with,31
3256,what,35
3257,one,46
3258,establish,18
3259,financial,22
3260,mission,47
3261,will,35
3262,trouble,34
3263,sing,10
3264,with,10
3265,new,42
3266,first,40
3267,itself,32
3268,form,28
3269,perhaps,47
3270,positive,22
3271,east,16
3272,time,49
3273,old,44
3274,institution,28
3275,serve,43
3276,within,10
3277,other,12
3278,their,15
3279,democratic,26
3280,between,23
3281,world,13
3282,owner,22
3283,heavy,13
3284,mention,20
3285,one,30
3286,then,42
3287,on,31
3288,order,42
3289,purpose,24
3290,run,22
3291,cold,46
3292,soon,10
3293,rate,44
3294,nothing,42
3295,article,43
3296,first,14
3297,they,19
3298,story,30
3299,billion,42
3300,west,49
3301,walk,50
3302,however,23
3303,account,18
3304,agent,36
3305,some,16
3306,bed,45
3307,term,35
3308,give,11
3309,simple,20
3310,end,48
3311,increase,29
3312,and,22
3313,suffer,12
3314,opportunity,32
3315,city,49
3316,direction,34
3317,PM,26
3318,official,44
3319,century,25
3320,story,28
3321,respond,42
3322,mother,36
3323,newspaper,13
3324,door,13
3325,argue,27
3326,of,37
3327,chance,49
3328,just,35
3329,fill,12
3330,visit,36
3331,skin,16
3332,try,39
3333,level,47
3334,feel,28
3335,idea,43
3336,develop,45
3337,Democrat,19
3338,now,44
3339,TV,37
3340,article,38
3341,put,40
3342,speech,37
3343,mean,50
3344,watch,12
3345,attorney,42
3346,Democrat,39
3347,star,47
3348,interest,16
3349,star,43
3350,discover,44
3351,thing,44
3352,must,40
3353,let,44
3354,building,15
3355,office,41
3356,now,31
3357,good,10
3358,much,36
3359,dark,42
3360,in,30
3361,begin,37
3362,son,19
3363,such,35
3364,local,20
3365,several,14
3366,artist,43
3367,job,16
3368,community,10
3369,politics,10
3370,business,12
3371,figure,12
3372,push,45
3373,two,12
3374,bring,30
3375,sort,36
3376,human,26
3377,leg,18
3378,discuss,38
3379,start,34
3380,around,16
3381,member,50
3382,food,13
3383,together,27
3384,close,30
3385,president,36
3386,your,23
3387,real,41
3388,which,38
3389,might,13
3390,after,11
3391,effort,10
3392,season,42
3393,guess,29
3394,statement,50
3395,generation,39
3396,different,18
3397,leave,18
3398,seek,48
3399,hair,18
3400,heart,48
3401,action,14
3402,bad,11
3403,have,21
3404,see,19
3405,mind,44
3406,area,27
3407,card,42
3408,nature,26
3409,hot,18
3410,indeed,27
3411,develop,26
3412,indicate,27
3413,story,34
3414,bag,10
3415,travel,26
3416,fish,28
3417,what,37
3418,figure,10
3419,writer,48
3420,hand,33
3421,agree,12
3422,big,17
3423,into,35
3424,goal,43
3425,your,35
3426,order,48
3427,police,16
3428,compare,13
3429,good,40
3430,long,12
3431,term,22
3432,step,31
3433,move,10
3434,significant,26
3435,each,31
3436,push,50
3437,able,46
3438,performance,41
3439,floor,16
3440,stock,47
3441,base,46
3442,be,38
3443,call,38
3444,still,45
3445,peace,36
3446,outside,28
3447,summer,46
3448,condition,46
3449,face,13
3450,assume,11
3451,audience,18
3452,officer,50
3453,left,18
3454,media,10
3455,last,42
3456,weight,25
3457,sign,46
3458,customer,44
3459,coach,28
3460,between,29
3461,challenge,34
3462,support,14
3463,myself,31
3464,accept,42
3465,wear,29
3466,hand,15
3467,throughout,15
3468,think,14
3469,level,35
3470,more,13
3471,later,20
3472,travel,42
3473,increase,44
3474,of,11
3475,wish,46
3476,serious,28
3477,those,46
3478,space,43
3479,particular,24
3480,next,30
3481,cup,43
3482,idea,49
3483,often,17
3484,difference,13
3485,myself,50
3486,effect,10
3487,really,24
3488,fear,17
3489,add,17
3490,between,10
3491,result,44
3492,quality,30
3493,far,17
3494,husband,23
3495,improve,42
3496,two,16
3497,put,43
3498,with,16
3499,door,48
3500,realize,28
3501,budget,23
3502,deep,35
3503,visit,16
3504,feel,41
3505,child,14
3506,drug,40
3507,line,31
3508,never,14
3509,hear,11
3510,among,37
3511,for,23
3512,south,33
3513,upon,22
3514,people,34
3515,live,23
3516,avoid,26
3517,change,18
3518,serve,27
3519,sing,45
3520,letter,13
3521,born,45
3522,address,21
3523,common,10
3524,anyone,14
3525,especially,43
3526,list,21
3527,bill,35
3528,indicate,42
3529,pretty,28
3530,us,23
3531,look,10
3532,statement,34
3533,against,11
3534,body,18
3535,hold,41
3536,up,34
3537,house,39
3538,mind,13
3539,me,33
3540,realize,41
3541,day,25
3542,technology,16
3543,mouth,43
3544,western,50
3545,process,37
3546,management,11
3547,memory,44
3548,north,31
3549,ready,47
3550,argue,15
3551,deep,31
3552,heart,23
3553,sure,33
3554,this,36
3555,knowledge,47
3556,begin,14
3557,college,36
3558,ok,17
3559,economic,20
3560,amount,50
3561,beyond,33
3562,act,47
3563,others,48
3564,movement,15
3565,body,25
3566,final,18
3567,measure,43
3568,call,12
3569,piece,46
3570,fall,31
3571,admit,22
3572,fine,24
3573,someone,20
3574,gun,39
3575,positive,45
3576,amount,31
3577,rise,44
3578,daughter,42
3579,radio,44
3580,black,28
3581,money,18
3582,resource,35
3583,no,15
3584,use,11
3585,own,49
3586,with,37
3587,another,12
3588,traditional,28
3589,exist,28
3590,pull,46
3591,color,35
3592,have,31
3593,outside,14
3594,writer,11
3595,turn,44
3596,former,17
3597,church,38
3598,subject,29
3599,how,50
3600,group,11
3601,bad,27
3602,method,36
3603,way,36
3604,too,41
3605,military,45
3606,couple,49
3607,body,39
3608,growth,24
3609,or,45
3610,assume,45
3611,marriage,19
3612,wife,22
3613,if,35
3614,religious,32
3615,should,36
3616,factor,31
3617,yeah,15
3618,simple,32
3619,general,22
3620,prove,22
3621,carry,35
3622,create,40
3623,true,12
3624,reason,38
3625,rather,41
3626,cover,20
3627,recent,18
3628,political,29
3629,long,37
3630,fall,39
3631,soon,31
3632,southern,46
3633,cold,44
3634,speech,11
3635,most,43
3636,buy,10
3637,high,32
3638,executive,17
3639,idea,20
3640,consumer,33
3641,fire,29
3642,himself,33
3643,tonight,14
3644,any,50
3645,while,39
3646,condition,26
3647,sound,29
3648,method,31
3649,because,42
3650,see,25
3651,wife,17
3652,kind,26
3653,child,12
3654,strategy,21
3655,free,46
3656,activity,11
3657,explain,20
3658,investment,44
3659,but,29
3660,politics,50
3661,drop,50
3662,over,35
3663,night,38
3664,word,23
3665,interesting,21
3666,page,15
3667,student,38
3668,hear,16
3669,billion,43
3670,pattern,36
3671,break,38
3672,check,21
3673,operation,14
3674,such,50
3675,child,22
3676,money,29
3677,until,47
3678,ask,15
3679,within,27
3680,story,18
3681,exist,36
3682,fact,38
3683,site,24
3684,wind,23
3685,national,33
3686,part,21
3687,thank,13
3688,almost,23
3689,realize,47
3690,community,48
3691,during,10
3692,herself,32
3693,recognize,17
3694,picture,15
3695,movement,21
3696,apply,38
3697,summer,13
3698,would,17
3699,five,45
3700,inside,22
3701,arm,39
3702,Mrs,46
3703,sport,32
3704,career,27
3705,above,47
3706,he,30
3707,but,22
3708,measure,39
3709,audience,25
3710,fish,39
3711,water,15
3712,travel,35
3713,knowledge,33
3714,culture,33
3715,total,26
3716,reduce,29
3717,administration,39
3718,no,50
3719,born,12
3720,response,43
3721,price,11
3722,house,18
3723,respond,39
3724,number,35
3725,open,34
3726,live,15
3727,fund,19
3728,two,32
3729,goal,24
3730,ago,15
3731,available,50
3732,truth,40
3733,set,20
3734,pay,19
3735,bank,28
3736,with,34
3737,compare,47
3738,him,48
3739,wrong,26
3740,own,33
3741,cost,14
3742,itself,33
3743,but,29
3744,Democrat,42
3745,I,12
3746,toward,28
3747,wind,19
3748,degree,10
3749,trade,37
3750,according,41
3751,trade,18
3752,without,44
3753,song,13
3754,exactly,32
3755,meeting,49
3756,table,12
3757,there,44
3758,suffer,39
3759,decision,18
3760,only,22
3761,keep,40
3762,safe,31
3763,civil,13
3764,market,33
3765,material,27
3766,professional,43
3767,order,20
3768,real,33
3769,last,24
3770,plant,17
3771,way,34
3772,audience,40
3773,myself,11
3774,list,38
3775,her,39
3776,popular,48
3777,help,37
3778,politics,14
3779,economic,19
